time,type,entry,exit,pnl
2024-12-09 17:00:00,short,0.43311,0.45326,-0.04712397774237492
2024-12-09 17:00:00,short,0.43311,0.45326,-0.04712397774237492
2024-12-09 17:00:00,short,0.43311,0.45326,-0.04712397774237492
