timestamp,open,high,low,close,volume,turnover
2025-08-14 00:00:00,23.974,23.997,23.952,23.964,1709.971,40985.341441
2025-08-14 00:01:00,23.964,23.996,23.958,23.996,136.969,3283.267778
2025-08-14 00:02:00,23.996,23.996,23.973,23.975,312.025,7483.229685
2025-08-14 00:03:00,23.975,23.975,23.905,23.905,1188.838,28458.6808636
2025-08-14 00:04:00,23.905,23.918,23.861,23.878,1511.361,36103.0146497
2025-08-14 00:05:00,23.878,23.934,23.876,23.927,1106.781,26459.859471
2025-08-14 00:06:00,23.927,23.988,23.913,23.975,1345.658,32234.1530138
2025-08-14 00:07:00,23.975,23.999,23.955,23.993,1044.284,25035.651497
2025-08-14 00:08:00,23.993,24.044,23.993,24.024,344.248,8270.1046163
2025-08-14 00:09:00,24.024,24.045,24.02,24.031,353.95,8506.292191
2025-08-14 00:10:00,24.031,24.031,23.961,23.973,319.687,7666.13845
2025-08-14 00:11:00,23.973,23.984,23.931,23.937,483.153,11573.551319
2025-08-14 00:12:00,23.937,23.937,23.894,23.926,673.956,16110.79363
2025-08-14 00:13:00,23.926,23.955,23.925,23.933,136.083,3257.691068
2025-08-14 00:14:00,23.933,23.976,23.923,23.962,773.883,18543.059101
2025-08-14 00:15:00,23.962,24.011,23.962,23.996,1980.183,47511.581944
2025-08-14 00:16:00,23.996,23.996,23.9,23.9,626.186,14988.19557
2025-08-14 00:17:00,23.9,23.902,23.835,23.853,1179.546,28139.5432009
2025-08-14 00:18:00,23.853,23.913,23.853,23.908,481.728,11510.274201
2025-08-14 00:19:00,23.908,23.931,23.9,23.923,541.937,12958.489264
2025-08-14 00:20:00,23.923,23.944,23.92,23.92,303.003,7251.441889
2025-08-14 00:21:00,23.92,23.922,23.886,23.9,625.13,14942.483831
2025-08-14 00:22:00,23.9,23.902,23.876,23.901,394.132,9415.32033
2025-08-14 00:23:00,23.901,23.912,23.885,23.905,1197.272,28614.759219
2025-08-14 00:24:00,23.905,23.914,23.874,23.875,1120.194,26764.042803
2025-08-14 00:25:00,23.875,23.887,23.859,23.877,1481.791,35375.437334
2025-08-14 00:26:00,23.877,23.89,23.857,23.865,967.534,23095.859275
2025-08-14 00:27:00,23.865,23.903,23.863,23.902,2649.431,63279.278438
2025-08-14 00:28:00,23.902,23.906,23.887,23.899,690.557,16503.289243
2025-08-14 00:29:00,23.899,23.926,23.886,23.926,733.118,17525.132569
2025-08-14 00:30:00,23.926,23.927,23.894,23.925,1544.853,36938.830244
2025-08-14 00:31:00,23.925,23.985,23.903,23.955,5036.554,120476.2020018
2025-08-14 00:32:00,23.955,23.979,23.926,23.976,1377.787,33007.448844
2025-08-14 00:33:00,23.976,23.999,23.94,23.989,3538.369,84855.573104
2025-08-14 00:34:00,23.989,24.007,23.974,23.997,1456.446,34938.0774034
2025-08-14 00:35:00,23.997,23.997,23.878,23.881,605.501,14482.625446
2025-08-14 00:36:00,23.881,23.895,23.85,23.892,6048.44,144351.909151
2025-08-14 00:37:00,23.892,23.959,23.887,23.945,796.178,19050.0093418
2025-08-14 00:38:00,23.945,24.023,23.944,24.008,1179.903,28303.3813354
2025-08-14 00:39:00,24.008,24.07,23.996,24.042,1480.797,35614.3981077
2025-08-14 00:40:00,24.042,24.069,24.037,24.054,3727.238,89685.458374
2025-08-14 00:41:00,24.054,24.056,23.9645,23.975,3316.606,79591.367703
2025-08-14 00:42:00,23.975,23.995,23.963,23.973,1481.596,35521.928136
2025-08-14 00:43:00,23.973,23.999,23.96,23.973,1635.706,39228.371513
2025-08-14 00:44:00,23.973,24.054,23.952,24.047,1557.489,37397.3161635
2025-08-14 00:45:00,24.047,24.056,23.997,24.014,1578.6,37936.711848
2025-08-14 00:46:00,24.014,24.02,23.981,23.995,868.024,20832.369238
2025-08-14 00:47:00,23.995,23.995,23.934,23.955,805.405,19300.231632
2025-08-14 00:48:00,23.955,23.955,23.89,23.89,1868.587,44698.8175296
2025-08-14 00:49:00,23.89,23.89,23.822,23.823,6505.416,155221.8494327
2025-08-14 00:50:00,23.823,23.836,23.809,23.825,538.177,12818.767548
2025-08-14 00:51:00,23.825,23.844,23.798,23.832,565.292,13461.9508285
2025-08-14 00:52:00,23.832,23.858,23.807,23.856,550.434,13117.222117
2025-08-14 00:53:00,23.856,23.9,23.856,23.878,559.535,13363.3632091
2025-08-14 00:54:00,23.878,23.9,23.869,23.893,242.607,5793.878384
2025-08-14 00:55:00,23.893,23.949,23.892,23.942,668.523,15994.871485
2025-08-14 00:56:00,23.942,23.973,23.938,23.955,791.293,18959.4143598
