timestamp,open,high,low,close,volume,turnover
2025-08-14 00:00:00,25.47,25.502,25.464,25.475,4955.608,126279.917562
2025-08-14 00:01:00,25.475,25.496,25.428,25.486,2949.877,75091.694602
2025-08-14 00:02:00,25.486,25.493,25.459,25.489,2599.154,66192.629282
2025-08-14 00:03:00,25.489,25.49,25.46,25.47,1280.82,32623.978306
2025-08-14 00:04:00,25.47,25.482,25.462,25.476,712.204,18139.372799
2025-08-14 00:05:00,25.476,25.523,25.476,25.505,201.575,5142.235161
2025-08-14 00:06:00,25.505,25.545,25.493,25.545,1370.888,34975.433406
2025-08-14 00:07:00,25.545,25.551,25.516,25.533,640.665,16355.963483
2025-08-14 00:08:00,25.533,25.559,25.532,25.559,347.005,8867.316591
2025-08-14 00:09:00,25.559,25.58,25.559,25.57,320.523,8195.824385
2025-08-14 00:10:00,25.57,25.574,25.534,25.534,514.439,13144.988917
2025-08-14 00:11:00,25.534,25.534,25.516,25.53,479.348,12234.965294
2025-08-14 00:12:00,25.53,25.53,25.494,25.509,504.182,12859.043566
2025-08-14 00:13:00,25.509,25.537,25.509,25.528,329.996,8425.585881
2025-08-14 00:14:00,25.528,25.537,25.524,25.531,164.596,4201.651813
2025-08-14 00:15:00,25.531,25.559,25.513,25.559,309.195,7894.900138
2025-08-14 00:16:00,25.559,25.559,25.503,25.536,251.015,6408.104767
2025-08-14 00:17:00,25.536,25.536,25.468,25.476,646.783,16479.200029
2025-08-14 00:18:00,25.476,25.523,25.476,25.523,94.834,2419.420106
2025-08-14 00:19:00,25.523,25.55,25.508,25.541,211.085,5388.935044
2025-08-14 00:20:00,25.541,25.567,25.541,25.541,297.472,7602.033363
2025-08-14 00:21:00,25.541,25.544,25.527,25.544,189.892,4849.293833
2025-08-14 00:22:00,25.544,25.564,25.538,25.559,270.555,6911.267376
2025-08-14 00:23:00,25.559,25.565,25.546,25.546,69.032,1763.844816
2025-08-14 00:24:00,25.546,25.565,25.546,25.546,1107.144,28285.831099
2025-08-14 00:25:00,25.546,25.552,25.515,25.547,201.317,5142.674589
2025-08-14 00:26:00,25.547,25.569,25.543,25.563,1003.372,25637.183437
2025-08-14 00:27:00,25.563,25.601,25.563,25.6,1816.399,46474.556442
2025-08-14 00:28:00,25.6,25.623,25.6,25.61,175.789,4502.321429
2025-08-14 00:29:00,25.61,25.621,25.585,25.616,809.706,20730.679295
2025-08-14 00:30:00,25.616,25.63,25.585,25.607,770.659,19736.074162
2025-08-14 00:31:00,25.607,25.636,25.58,25.636,1247.207,31940.982261
